id,user_id,location_id,rating,comment,created_at
1172,37,176,5,"Fresh ingredients and nice presentation. Will come back for more.",2024-01-09 16:52:00
1173,50,205,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-04-14 11:03:00
1174,63,234,5,"Beautiful spot with interesting features — great for photos.",2025-07-19 18:14:00
1175,76,263,5,"Informative and well-maintained. Worth a visit if you are nearby.",2024-10-24 13:25:00
1176,89,292,5,"Beautiful spot with interesting features — great for photos.",2023-01-01 08:36:00
1177,2,16,5,"Super fun and full of activities. Great for groups and kids.",2025-04-06 15:47:00
1178,15,37,5,"Fresh ingredients and nice presentation. Will come back for more.",2024-07-11 10:58:00
1179,28,66,4,"Great flavors, though the wait can be long during peak hours.",2023-10-16 17:09:00
1180,41,95,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-01-21 12:20:00
1181,54,124,4,"Great flavors, though the wait can be long during peak hours.",2024-04-26 19:31:00
1182,67,153,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-07-03 14:42:00
1183,80,182,3,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-10-08 09:53:00
1184,93,211,3,"Fresh ingredients and nice presentation. Will come back for more.",2024-01-13 16:04:00
1185,6,240,4,"A memorable place with good facilities and clear signage.",2023-04-18 11:15:00
1186,19,269,5,"A memorable place with good facilities and clear signage.",2025-07-23 18:26:00
1187,32,298,5,"Informative and well-maintained. Worth a visit if you are nearby.",2024-10-28 13:37:00
1188,45,219,4,"active",375000
1189,58,43,5,"Great flavors, though the wait can be long during peak hours.",2025-04-10 15:59:00
1190,71,72,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-07-15 10:10:00
1191,84,101,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-10-20 17:21:00
1192,97,130,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-01-25 12:32:00
1193,10,159,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-04-02 19:43:00
1194,23,188,4,"Great flavors, though the wait can be long during peak hours.",2023-07-07 14:54:00
1195,36,217,4,"A memorable place with good facilities and clear signage.",2025-10-12 09:05:00
1196,49,246,4,"A memorable place with good facilities and clear signage.",2024-01-17 16:16:00
1197,62,275,3,"Informative and well-maintained. Worth a visit if you are nearby.",2023-04-22 11:27:00
1198,75,304,3,"Informative and well-maintained. Worth a visit if you are nearby.",2025-07-27 18:38:00
1199,88,276,5,"106.69273871056",55B Nguyễn Thị Minh Khai
1200,1,49,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-01-09 08:00:00
1201,14,78,5,"Large mall with many options and a clean environment.",2025-04-14 15:11:00
1202,27,107,5,"Large mall with many options and a clean environment.",2024-07-19 10:22:00
1203,40,136,5,"Great flavors, though the wait can be long during peak hours.",2023-10-24 17:33:00
1204,53,165,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-01-01 12:44:00
1205,66,194,5,"Great flavors, though the wait can be long during peak hours.",2024-04-06 19:55:00
1206,79,223,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-07-11 14:06:00
1207,92,252,5,"Beautiful spot with interesting features — great for photos.",2025-10-16 09:17:00
1208,5,281,4,"A memorable place with good facilities and clear signage.",2024-01-21 16:28:00
1209,18,6,4,"A lively place with many attractions. Expect crowds on weekends.",2023-04-26 11:39:00
1210,31,28,4,"A lively place with many attractions. Expect crowds on weekends.",2025-07-03 18:50:00
1211,44,55,3,"Great flavors, though the wait can be long during peak hours.",2024-10-08 13:01:00
1212,57,84,3,"Large mall with many options and a clean environment.",2023-01-13 08:12:00
1213,70,113,4,"Tasty dishes with good balance. A pleasant dining experience.",2025-04-18 15:23:00
1214,83,142,4,"Great flavors, though the wait can be long during peak hours.",2024-07-23 10:34:00
1215,96,171,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-10-28 17:45:00
1216,9,200,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-01-05 12:56:00
1217,22,229,5,"A memorable place with good facilities and clear signage.",2024-04-10 19:07:00
1218,35,258,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-07-15 14:18:00
1219,48,287,5,"Beautiful spot with interesting features — great for photos.",2025-10-20 09:29:00
1220,61,12,5,"A lively place with many attractions. Expect crowds on weekends.",2024-01-25 16:40:00
1221,74,32,5,"Good facilities and friendly staff. Plenty to do for a full day.",2023-04-02 11:51:00
1222,87,61,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-07-07 18:02:00
1223,100,90,4,"Large mall with many options and a clean environment.",2024-10-12 13:13:00
1224,13,119,4,"Tasty dishes with good balance. A pleasant dining experience.",2023-01-17 08:24:00
1225,26,148,3,"Fresh ingredients and nice presentation. Will come back for more.",2025-04-22 15:35:00
1226,39,177,3,"Tasty dishes with good balance. A pleasant dining experience.",2024-07-27 10:46:00
1227,52,206,3,"Tasty dishes with good balance. A pleasant dining experience.",2023-10-04 17:57:00
1228,65,235,2,"Informative and well-maintained. Worth a visit if you are nearby.",2025-01-09 12:08:00
1229,78,264,5,"Beautiful spot with interesting features — great for photos.",2024-04-14 19:19:00
1230,91,293,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-07-19 14:30:00
1231,4,17,5,"Good facilities and friendly staff. Plenty to do for a full day.",2025-10-24 09:41:00
1232,17,38,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-01-01 16:52:00
1233,30,67,5,"Great flavors, though the wait can be long during peak hours.",2023-04-06 11:03:00
1234,43,96,5,"Large mall with many options and a clean environment.",2025-07-11 18:14:00
1235,56,125,5,"Great flavors, though the wait can be long during peak hours.",2024-10-16 13:25:00
1236,69,154,4,"Fresh ingredients and nice presentation. Will come back for more.",2023-01-21 08:36:00
1237,82,183,4,"Tasty dishes with good balance. A pleasant dining experience.",2025-04-26 15:47:00
1238,95,212,4,"A memorable place with good facilities and clear signage.",2024-07-03 10:58:00
1239,8,241,4,"Beautiful spot with interesting features — great for photos.",2023-10-08 17:09:00
1240,21,270,3,"Beautiful spot with interesting features — great for photos.",2025-01-13 12:20:00
1241,34,299,3,"A memorable place with good facilities and clear signage.",2024-04-18 19:31:00
1242,47,21,4,"Good facilities and friendly staff. Plenty to do for a full day.",2023-07-23 14:42:00
1243,60,44,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-10-28 09:53:00
1244,73,73,5,"Fresh ingredients and nice presentation. Will come back for more.",2024-01-05 16:04:00
1245,86,102,5,"Large mall with many options and a clean environment.",2023-04-10 11:15:00
1246,99,131,5,"Great flavors, though the wait can be long during peak hours.",2025-07-15 18:26:00
1247,12,160,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-10-20 13:37:00
1248,25,189,5,"Great flavors, though the wait can be long during peak hours.",2023-01-25 08:48:00
1249,38,218,5,"Beautiful spot with interesting features — great for photos.",2025-04-02 15:59:00
1250,51,247,4,"A memorable place with good facilities and clear signage.",2024-07-07 10:10:00
1251,64,276,4,"A memorable place with good facilities and clear signage.",2023-10-12 17:21:00
1252,77,1,4,"A lively place with many attractions. Expect crowds on weekends.",2025-01-17 12:32:00
1253,90,25,4,"Super fun and full of activities. Great for groups and kids.",2024-04-22 19:43:00
1254,3,50,3,"Fresh ingredients and nice presentation. Will come back for more.",2023-07-27 14:54:00
1255,16,79,3,"Large mall with many options and a clean environment.",2025-10-04 09:05:00
1256,29,108,4,"Large mall with many options and a clean environment.",2024-01-09 16:16:00
1257,42,137,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-14 11:27:00
1258,55,166,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-07-19 18:38:00
1259,68,195,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-10-24 13:49:00
1260,81,224,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-01-01 08:00:00
1261,94,253,5,"Informative and well-maintained. Worth a visit if you are nearby.",2025-04-06 15:11:00
1262,7,282,5,"A memorable place with good facilities and clear signage.",2024-07-11 10:22:00
1263,20,7,5,"Good facilities and friendly staff. Plenty to do for a full day.",2023-10-16 17:33:00
1264,33,29,5,"A lively place with many attractions. Expect crowds on weekends.",2025-01-21 12:44:00
1265,46,56,4,"Fresh ingredients and nice presentation. Will come back for more.",2024-04-26 19:55:00
1266,59,85,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-07-03 14:06:00
1267,72,114,4,"Great flavors, though the wait can be long during peak hours.",2025-10-08 09:17:00
1268,85,143,3,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-01-13 16:28:00
1269,98,172,3,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-18 11:39:00
1270,11,201,4,"Tasty dishes with good balance. A pleasant dining experience.",2025-07-23 18:50:00
1271,24,230,1,"Informative and well-maintained. Worth a visit if you are nearby.",2024-10-28 13:01:00
1272,37,259,5,"A memorable place with good facilities and clear signage.",2023-01-05 08:12:00
1273,50,288,5,"A memorable place with good facilities and clear signage.",2025-04-10 15:23:00
1274,63,13,5,"Good facilities and friendly staff. Plenty to do for a full day.",2024-07-15 10:34:00
1275,76,33,5,"A lively place with many attractions. Expect crowds on weekends.",2023-10-20 17:45:00
1276,89,62,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-01-25 12:56:00
1277,2,91,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-04-02 19:07:00
1278,15,120,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-07-07 14:18:00
1279,28,149,4,"Fresh ingredients and nice presentation. Will come back for more.",2025-10-12 09:29:00
1280,41,178,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-01-17 16:40:00
1281,54,207,4,"Tasty dishes with good balance. A pleasant dining experience.",2023-04-22 11:51:00
1282,67,236,4,"A memorable place with good facilities and clear signage.",2025-07-27 18:02:00
1283,80,265,3,"Beautiful spot with interesting features — great for photos.",2024-10-04 13:13:00
1284,93,294,3,"Beautiful spot with interesting features — great for photos.",2023-01-09 08:24:00
1285,6,18,4,"Good facilities and friendly staff. Plenty to do for a full day.",2025-04-14 15:35:00
1286,19,39,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-07-19 10:46:00
1287,32,68,5,"Fresh ingredients and nice presentation. Will come back for more.",2023-10-24 17:57:00
1288,45,97,5,"Large mall with many options and a clean environment.",2025-01-01 12:08:00
1289,58,126,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-04-06 19:19:00
1290,71,155,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-07-11 14:30:00
1291,84,184,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-10-16 09:41:00
1292,97,213,5,"Beautiful spot with interesting features — great for photos.",2024-01-21 16:52:00
1293,10,242,4,"A memorable place with good facilities and clear signage.",2023-04-26 11:03:00
1294,23,271,4,"Beautiful spot with interesting features — great for photos.",2025-07-03 18:14:00
1295,36,300,4,"A memorable place with good facilities and clear signage.",2024-10-08 13:25:00
1296,49,22,4,"A lively place with many attractions. Expect crowds on weekends.",2023-01-13 08:36:00
1297,62,45,3,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-04-18 15:47:00
1298,75,74,3,"Large mall with many options and a clean environment.",2024-07-23 10:58:00
1299,88,103,4,"Large mall with many options and a clean environment.",2023-10-28 17:09:00
1300,1,132,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-01-05 12:20:00
1301,14,161,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-04-10 19:31:00
1302,27,190,5,"Great flavors, though the wait can be long during peak hours.",2023-07-15 14:42:00
1303,40,219,5,"A memorable place with good facilities and clear signage.",2025-10-20 09:53:00
1304,53,248,5,"Informative and well-maintained. Worth a visit if you are nearby.",2024-01-25 16:04:00
1305,66,277,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-04-02 11:15:00
1306,79,2,5,"A lively place with many attractions. Expect crowds on weekends.",2025-07-07 18:26:00
1307,92,26,5,"Super fun and full of activities. Great for groups and kids.",2024-10-12 13:37:00
1308,5,51,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-01-17 08:48:00
1309,18,80,4,"Large mall with many options and a clean environment.",2025-04-22 15:59:00
1310,31,109,4,"Large mall with many options and a clean environment.",2024-07-27 10:10:00
1311,44,138,3,"Tasty dishes with good balance. A pleasant dining experience.",2023-10-04 17:21:00
1312,57,167,3,"Great flavors, though the wait can be long during peak hours.",2025-01-09 12:32:00
1313,70,196,4,"Fresh ingredients and nice presentation. Will come back for more.",2024-04-14 19:43:00
1314,83,225,1,"Informative and well-maintained. Worth a visit if you are nearby.",2023-07-19 14:54:00
1315,96,254,5,"Beautiful spot with interesting features — great for photos.",2025-10-24 09:05:00
1316,9,283,5,"Beautiful spot with interesting features — great for photos.",2024-01-01 16:16:00
1317,22,8,5,"A lively place with many attractions. Expect crowds on weekends.",2023-04-06 11:27:00
1318,35,30,5,"A lively place with many attractions. Expect crowds on weekends.",2025-07-11 18:38:00
1319,48,57,5,"Great flavors, though the wait can be long during peak hours.",2024-10-16 13:49:00
1320,61,86,5,"Large mall with many options and a clean environment.",2023-01-21 08:00:00
1321,74,115,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-04-26 15:11:00
1322,87,144,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-07-03 10:22:00
1323,100,173,4,"Fresh ingredients and nice presentation. Will come back for more.",2023-10-08 17:33:00
1324,13,202,4,"Great flavors, though the wait can be long during peak hours.",2025-01-13 12:44:00
1325,26,231,3,"Beautiful spot with interesting features — great for photos.",2024-04-18 19:55:00
1326,39,260,3,"A memorable place with good facilities and clear signage.",2023-07-23 14:06:00
1327,52,289,3,"A memorable place with good facilities and clear signage.",2025-10-28 09:17:00
1328,65,24,4,"Nice place, we enjoyed our visit.",2024-01-05 16:28:00
1329,78,34,5,"Fresh ingredients and nice presentation. Will come back for more.",2023-04-10 11:39:00
1330,91,63,5,"Great flavors, though the wait can be long during peak hours.",2025-07-15 18:50:00
1331,4,92,5,"Large mall with many options and a clean environment.",2024-10-20 13:01:00
1332,17,121,5,"Great flavors, though the wait can be long during peak hours.",2023-01-25 08:12:00
1333,30,150,5,"Great flavors, though the wait can be long during peak hours.",2025-04-02 15:23:00
1334,43,179,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-07-07 10:34:00
1335,56,208,5,"Fresh ingredients and nice presentation. Will come back for more.",2023-10-12 17:45:00
1336,69,237,4,"Beautiful spot with interesting features — great for photos.",2025-01-17 12:56:00
1337,82,266,4,"Informative and well-maintained. Worth a visit if you are nearby.",2024-04-22 19:07:00
1338,95,295,4,"A memorable place with good facilities and clear signage.",2023-07-27 14:18:00
1339,8,167,4,"Pleasant experience overall — would recommend to others.",2025-10-04 09:29:00
1340,21,40,3,"Great flavors, though the wait can be long during peak hours.",2024-01-09 16:40:00
1341,34,69,3,"Tasty dishes with good balance. A pleasant dining experience.",2023-04-14 11:51:00
1342,47,98,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-07-19 18:02:00
1343,60,127,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-10-24 13:13:00
1344,73,156,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-01-01 08:24:00
1345,86,185,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-04-06 15:35:00
1346,99,214,5,"Beautiful spot with interesting features — great for photos.",2024-07-11 10:46:00
1347,12,243,5,"A memorable place with good facilities and clear signage.",2023-10-16 17:57:00
1348,25,272,5,"A memorable place with good facilities and clear signage.",2025-01-21 12:08:00
1349,38,301,5,"Beautiful spot with interesting features — great for photos.",2024-04-26 19:19:00
1350,51,23,4,"Nice place, we enjoyed our visit.",2023-07-03 14:30:00
1351,64,46,4,"Great flavors, though the wait can be long during peak hours.",2025-10-08 09:41:00
1352,77,75,4,"Large mall with many options and a clean environment.",2024-01-13 16:52:00
1353,90,104,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-04-18 11:03:00
1354,3,133,3,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-07-23 18:14:00
1355,16,162,3,"Fresh ingredients and nice presentation. Will come back for more.",2024-10-28 13:25:00
1356,29,191,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-01-05 08:36:00
1357,42,220,4,"Beautiful spot with interesting features — great for photos.",2025-04-10 15:47:00
1358,55,249,5,"A memorable place with good facilities and clear signage.",2024-07-15 10:58:00
1359,68,278,5,"Beautiful spot with interesting features — great for photos.",2023-10-20 17:09:00
1360,81,3,5,"Good facilities and friendly staff. Plenty to do for a full day.",2025-01-25 12:20:00
1361,94,59,5,"A lively place with many attractions. Expect crowds on weekends.",2024-04-02 19:31:00
1362,7,52,5,"Fresh ingredients and nice presentation. Will come back for more.",2023-07-07 14:42:00
1363,20,81,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-10-12 09:53:00
1364,33,110,5,"Large mall with many options and a clean environment.",2024-01-17 16:04:00
1365,46,139,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-22 11:15:00
1366,59,168,4,"Fresh ingredients and nice presentation. Will come back for more.",2025-07-27 18:26:00
1367,72,197,4,"Fresh ingredients and nice presentation. Will come back for more.",2024-10-04 13:37:00
1368,85,226,3,"Informative and well-maintained. Worth a visit if you are nearby.",2023-01-09 08:48:00
1369,98,255,3,"Informative and well-maintained. Worth a visit if you are nearby.",2025-04-14 15:59:00
1370,11,284,2,"Informative and well-maintained. Worth a visit if you are nearby.",2024-07-19 10:10:00
1371,24,9,4,"Good facilities and friendly staff. Plenty to do for a full day.",2023-10-24 17:21:00
1372,37,24,5,"Nice place, we enjoyed our visit.",2025-01-01 12:32:00
1373,50,58,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-04-06 19:43:00
1374,63,87,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-07-11 14:54:00
1375,76,116,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-10-16 09:05:00
1376,89,145,5,"Fresh ingredients and nice presentation. Will come back for more.",2024-01-21 16:16:00
1377,2,174,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-04-26 11:27:00
1378,15,203,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-07-03 18:38:00
1379,28,232,4,"A memorable place with good facilities and clear signage.",2024-10-08 13:49:00
1380,41,261,4,"A memorable place with good facilities and clear signage.",2023-01-13 08:00:00
1381,54,290,4,"Beautiful spot with interesting features — great for photos.",2025-04-18 15:11:00
1382,67,14,4,"Super fun and full of activities. Great for groups and kids.",2024-07-23 10:22:00
1383,80,35,3,"Tasty dishes with good balance. A pleasant dining experience.",2023-10-28 17:33:00
1384,93,64,3,"Tasty dishes with good balance. A pleasant dining experience.",2025-01-05 12:44:00
1385,6,93,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-04-10 19:55:00
1386,19,122,5,"Great flavors, though the wait can be long during peak hours.",2023-07-15 14:06:00
1387,32,151,5,"Great flavors, though the wait can be long during peak hours.",2025-10-20 09:17:00
1388,45,180,5,"Fresh ingredients and nice presentation. Will come back for more.",2024-01-25 16:28:00
1389,58,209,5,"Fresh ingredients and nice presentation. Will come back for more.",2023-04-02 11:39:00
1390,71,238,5,"Informative and well-maintained. Worth a visit if you are nearby.",2025-07-07 18:50:00
1391,84,267,5,"Beautiful spot with interesting features — great for photos.",2024-10-12 13:01:00
1392,97,296,5,"Beautiful spot with interesting features — great for photos.",2023-01-17 08:12:00
1393,10,19,4,"A lively place with many attractions. Expect crowds on weekends.",2025-04-22 15:23:00
1394,23,41,4,"Tasty dishes with good balance. A pleasant dining experience.",2024-07-27 10:34:00
1395,36,70,4,"Tasty dishes with good balance. A pleasant dining experience.",2023-10-04 17:45:00
1396,49,99,4,"Large mall with many options and a clean environment.",2025-01-09 12:56:00
1397,62,128,3,"Tasty dishes with good balance. A pleasant dining experience.",2024-04-14 19:07:00
1398,75,157,3,"Tasty dishes with good balance. A pleasant dining experience.",2023-07-19 14:18:00
1399,88,186,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-10-24 09:29:00
1400,1,215,5,"Informative and well-maintained. Worth a visit if you are nearby.",2024-01-01 16:40:00
1401,14,244,5,"Beautiful spot with interesting features — great for photos.",2023-04-06 11:51:00
1402,27,273,5,"A memorable place with good facilities and clear signage.",2025-07-11 18:02:00
1403,40,302,5,"A memorable place with good facilities and clear signage.",2024-10-16 13:13:00
1404,53,144,4,"mystery",289000
1405,66,47,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-04-26 15:35:00
1406,79,76,5,"Large mall with many options and a clean environment.",2024-07-03 10:46:00
1407,92,105,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2023-10-08 17:57:00
1408,5,134,4,"Fresh ingredients and nice presentation. Will come back for more.",2025-01-13 12:08:00
1409,18,163,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-04-18 19:19:00
1410,31,192,4,"Fresh ingredients and nice presentation. Will come back for more.",2023-07-23 14:30:00
1411,44,221,3,"A memorable place with good facilities and clear signage.",2025-10-28 09:41:00
1412,57,250,3,"A memorable place with good facilities and clear signage.",2024-01-05 16:52:00
1413,70,279,4,"Beautiful spot with interesting features — great for photos.",2023-04-10 11:03:00
1414,83,4,1,"A lively place with many attractions. Expect crowds on weekends.",2025-07-15 18:14:00
1415,96,27,5,"Good facilities and friendly staff. Plenty to do for a full day.",2024-10-20 13:25:00
1416,9,53,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-01-25 08:36:00
1417,22,82,5,"Large mall with many options and a clean environment.",2025-04-02 15:47:00
1418,35,111,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-07-07 10:58:00
1419,48,140,5,"Fresh ingredients and nice presentation. Will come back for more.",2023-10-12 17:09:00
1420,61,169,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-01-17 12:20:00
1421,74,198,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-04-22 19:31:00
1422,87,227,4,"A memorable place with good facilities and clear signage.",2023-07-27 14:42:00
1423,100,256,4,"Beautiful spot with interesting features — great for photos.",2025-10-04 09:53:00
1424,13,285,4,"Informative and well-maintained. Worth a visit if you are nearby.",2024-01-09 16:04:00
1425,26,10,3,"A lively place with many attractions. Expect crowds on weekends.",2023-04-14 11:15:00
1426,39,31,3,"Good facilities and friendly staff. Plenty to do for a full day.",2025-07-19 18:26:00
1427,52,59,3,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-10-24 13:37:00
1428,65,88,4,"Large mall with many options and a clean environment.",2023-01-01 08:48:00
1429,78,117,5,"Great flavors, though the wait can be long during peak hours.",2025-04-06 15:59:00
1430,91,146,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-07-11 10:10:00
1431,4,175,5,"Great flavors, though the wait can be long during peak hours.",2023-10-16 17:21:00
1432,17,204,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-01-21 12:32:00
1433,30,233,5,"Beautiful spot with interesting features — great for photos.",2024-04-26 19:43:00
1434,43,262,5,"A memorable place with good facilities and clear signage.",2023-07-03 14:54:00
1435,56,291,5,"Beautiful spot with interesting features — great for photos.",2025-10-08 09:05:00
1436,69,15,4,"Good facilities and friendly staff. Plenty to do for a full day.",2024-01-13 16:16:00
1437,82,36,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-18 11:27:00
1438,95,65,4,"Tasty dishes with good balance. A pleasant dining experience.",2025-07-23 18:38:00
1439,8,94,4,"Large mall with many options and a clean environment.",2024-10-28 13:49:00
1440,21,123,3,"Tasty dishes with good balance. A pleasant dining experience.",2023-01-05 08:00:00
1441,34,152,3,"Great flavors, though the wait can be long during peak hours.",2025-04-10 15:11:00
1442,47,181,4,"Fresh ingredients and nice presentation. Will come back for more.",2024-07-15 10:22:00
1443,60,210,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-10-20 17:33:00
1444,73,239,5,"A memorable place with good facilities and clear signage.",2025-01-25 12:44:00
1445,86,268,5,"Beautiful spot with interesting features — great for photos.",2024-04-02 19:55:00
1446,99,297,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-07-07 14:06:00
1447,12,20,5,"Pleasant experience overall — would recommend to others.",2025-10-12 09:17:00
1448,25,42,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-01-17 16:28:00
1449,38,71,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-22 11:39:00
1450,51,100,4,"Large mall with many options and a clean environment.",2025-07-27 18:50:00
1451,64,129,4,"Fresh ingredients and nice presentation. Will come back for more.",2024-10-04 13:01:00
1452,77,158,4,"Great flavors, though the wait can be long during peak hours.",2023-01-09 08:12:00
1453,90,187,4,"Great flavors, though the wait can be long during peak hours.",2025-04-14 15:23:00
1454,3,216,3,"Beautiful spot with interesting features — great for photos.",2024-07-19 10:34:00
1455,16,245,3,"Beautiful spot with interesting features — great for photos.",2023-10-24 17:45:00
1456,29,274,2,"Informative and well-maintained. Worth a visit if you are nearby.",2025-01-01 12:56:00
1457,42,303,4,"Beautiful spot with interesting features — great for photos.",2024-04-06 19:07:00
1458,55,24,5,"Super fun and full of activities. Great for groups and kids.",2023-07-11 14:18:00
1459,68,48,5,"Fresh ingredients and nice presentation. Will come back for more.",2025-10-16 09:29:00
1460,81,77,5,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2024-01-21 16:40:00
1461,94,106,5,"Large mall with many options and a clean environment.",2023-04-26 11:51:00
1462,7,135,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2025-07-03 18:02:00
1463,20,164,5,"Fresh ingredients and nice presentation. Will come back for more.",2024-10-08 13:13:00
1464,33,193,5,"Tasty dishes with good balance. A pleasant dining experience.",2023-01-13 08:24:00
1465,46,222,4,"A memorable place with good facilities and clear signage.",2025-04-18 15:35:00
1466,59,251,4,"Informative and well-maintained. Worth a visit if you are nearby.",2024-07-23 10:46:00
1467,72,280,4,"Beautiful spot with interesting features — great for photos.",2023-10-28 17:57:00
1468,85,5,3,"Good facilities and friendly staff. Plenty to do for a full day.",2025-01-05 12:08:00
1469,98,24,3,"Nice place, we enjoyed our visit.",2024-04-10 19:19:00
1470,11,54,4,"Great flavors, though the wait can be long during peak hours.",2023-07-15 14:30:00
1471,24,83,4,"Good variety of stores and eateries. Busy on weekends but overall pleasant.",2025-10-20 09:41:00
1472,37,112,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2024-01-25 16:52:00
1473,50,141,5,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-02 11:03:00
1474,63,170,5,"Great flavors, though the wait can be long during peak hours.",2025-07-07 18:14:00
1475,76,199,5,"Tasty dishes with good balance. A pleasant dining experience.",2024-10-12 13:25:00
1476,89,228,5,"Informative and well-maintained. Worth a visit if you are nearby.",2023-01-17 08:36:00
1477,2,257,5,"Informative and well-maintained. Worth a visit if you are nearby.",2025-04-22 15:47:00
1478,15,286,5,"A memorable place with good facilities and clear signage.",2024-07-27 10:58:00
1479,28,11,4,"A lively place with many attractions. Expect crowds on weekends.",2023-10-04 17:09:00
1480,41,167,4,"Pleasant experience overall — would recommend to others.",2025-01-09 12:20:00
1481,54,60,4,"Tasty dishes with good balance. A pleasant dining experience.",2024-04-14 19:31:00
1482,67,89,4,"Large mall with many options and a clean environment.",2023-07-19 14:42:00
1483,80,118,3,"Fresh ingredients and nice presentation. Will come back for more.",2025-10-24 09:53:00
1484,93,147,3,"Great flavors, though the wait can be long during peak hours.",2024-01-01 16:04:00
1485,6,176,4,"Delicious and well-seasoned. Portions are generous and service is friendly.",2023-04-06 11:15:00
1486,19,205,5,"Tasty dishes with good balance. A pleasant dining experience.",2025-07-11 18:26:00
1487,32,234,5,"Beautiful spot with interesting features — great for photos.",2024-10-16 13:37:00
