name,tag,avg_cost,description,lat,lon,address,opening_hours,image_url1,image_url2,rating,reviews,extra_website
KEBABY,Doner kebab,150000,"signature dishes combined with local flavors to create satisfying, memorable meals.",10.790125052550245,106.71238168465624,"112 Phạm Viết Chánh, Ho Chi Minh City, Bình Thạnh, VN",10:00–23:00,https://lh3.googleusercontent.com/p/AF1QipM0zenbppukBPxiJAEAwLEza73P7vX9IeSlVJRW=w408-h408-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyf3GwsKM0csBVRRz53t2wdyYU73Lt--pseipbMKghq2qx2N_VP3HROyFixvKxS8p5IIHe4ZcL5VbU4-N8vnKHj95MJvMZoFF31BNnQcel8eEzF4WmEOaFrNZ8lRkNjGCHKtcvk=w408-h544-k-no,4.4,255,https://www.foodbooking.com/api/fb/m_b1_d8?fs=e&s=cl
Benaras Heritage,Indian,200000,"Celebrated for Indian curries and aromatic spices, prepared with careful attention.",10.79149900798341,106.69495242698436,"16-18 Võ Thị Sáu, Ho Chi Minh City, District 1, VN",11:00–23:00,https://lh3.googleusercontent.com/p/AF1QipMhw5lU9br77FQadwS3ISiguy7bYamLlmA4PcPR=w408-h272-k-no,https://lh3.googleusercontent.com/p/AF1QipN0Yi7ciRIJ_Mc4U_VtGD5omEgw_UfCIbObvymi=w408-h272-k-no,4.6,210,https://www.benaras.club/
The Hype Eatery & More,Casual dining,200000,signature dishes prepared with local flavors and served with welcoming atmosphere.,10.777385620098581,106.70396214232811,"9 Công trường Lam Sơn, Ho Chi Minh City, District 1, VN",16:00–22:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5sqd99mlOWHckLCQuPXMA1P6JZDHdFCxbEqY1KTGeTkW6Yg053CQHJDRPG-ob7Ih027izX9iC4AK8MPjpFvhHpo5OM7P9wen1AArh41ClDG8LswisauEd5Khr8qCDoAx1wKtc=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipN_2N4-aeTby9EnJjx7PfsSHn9-1jiZhZYYAa9y=w426-h240-k-no,4.7,86,https://www.facebook.com/hype.eatery
BÁNH CUỐN TÂY SƠN ( MsSmile FOOD),Casual dining,150000,Guests enjoy signature dishes paired with local flavors in every dish.,10.79265848979334,106.69519438650781,"27B Trần Quang Khải, Ho Chi Minh City, District 1, VN",07:00–22:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw85J0GtWBWZGa9VKKAizM9mHCHLUJy47o9k-VxuY45U7XgsMQ2Dzkk7v4Hcnv5VKHranx0okcAFwIqNgL8RMJb0jsKAQ1-g9AWNtQSMzIMQQ_miaw7Gj0VNl7Cr-e_p4nQ8S7lmJa00i5C=w408-h544-k-no,https://lh3.googleusercontent.com/p/AF1QipOo7wWGUNWKBQ0490artBiOcGOZJG2uuiHOR4s0=w408-h725-k-no,4.9,311,https://banhcuontayson.vn/
Tacos Fuego,Casual dining,150000,Serving Mexican tacos alongside spicy salsas for a comforting dining experience.,10.790433226330254,106.71048979814842,"48 Phạm Viết Chánh, Ho Chi Minh City, Bình Thạnh, VN",11:00–23:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsMr6--RbU7Lyf0O1UNBH6Nn7IXfJNGnnmLiQCi73t8K3j1LWk736ob0tOIv4G7hRJdqRBV8rYFRhimhVyxLRb6S2o8VgBY03ZsEJY0uPMMic1dqnutekXbnBEpD6vBTeS-6nfoA=w452-h240-k-no,https://lh3.googleusercontent.com/p/AF1QipMd6BrnJ6Fyh7uf55MM4cNuLfk_pNJYbKFPZgG2=w408-h344-k-no,4.4,525,http://tacosfuego.vn/
Bếp Ốc Sài Gòn,Seafood,200000,fresh seafood meets grilled shellfish in dishes crafted to satisfy every guest.,10.778460360928527,106.70362301349218,"74/7 Hai Bà Trưng, Ho Chi Minh City, District 1, VN",11:00–22:00,https://lh3.googleusercontent.com/p/AF1QipOqFjgwPgzq3vte0RpApzhJRBHDaMuyzMiZfZ7_=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipN1mRrRnA__KHDErDRp4G9mCZdQ0GevAS9AAbFI=w408-h612-k-no,4.7,940,http://www.facebook.com/bepoc.saigon
Ottimo House Trattoria,Casual dining,400000,signature dishes meets local flavors in dishes crafted to satisfy every guest.,10.778807118879051,106.7066045,"LOTTE HOTEL SAIGON, 2A - 4A Tôn Đức Thắng, Ho Chi Minh City, District 1, VN",11:30–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxku-YwISUI88R9pI2Z72TtBv2ulu8mek7yztjXks5aiU8ZwACxdzzcWnSLRi1WNH7WLt52CMnpQU_w-nwp_8-IKQ-rdbTV-vHLdoqahSOx9yICiUtQDOo8gO2TarOhPKYWTgSR=w408-h544-k-no,https://lh3.googleusercontent.com/p/AF1QipOcdPmd1UnxQCjTRfsas78n7-tzRpwRLoHnK6KK=w408-h610-k-no,4.9,222,
Dalcheeni Indian Restaurant Ho Chi Minh Saigon,Indian,200000,Serving Indian curries alongside aromatic spices for a comforting dining experience.,10.780722735687574,106.70718607116429,"Ngô Văn Năm/2A Ward, Ho Chi Minh City, District 1, VN",10:30–22:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGvtJLkfnGMkPF1M1F9svWx_zSub7yopd2i9s85oNcyuB0E2LOrnIFx8BTorYk8BSvGQJXNxP3fKG-kIs_xmLBfdKRZrAk1uoYTNdcFSD4olub0ofa8gCyk0EivMnWFoyFW5E=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipNarQpjDgg2OxfI-8YqdsxooDIJi9-DoYRFu7fL=w408-h271-k-no,4.6,935,https://dalcheenivn.com/ho-chi-minh/
Mam Mam - Vietnamese Eatery & Lounge,vietnamese,600000,"Celebrated for Vietnamese dishes and herbal flavors, prepared with careful attention.",10.779722980988696,106.70688725952142,"13 Nguyễn Siêu, Ho Chi Minh City, District 1, VN",08:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSya6-EoLK7LOVpzrmwj3NI66fA5ajNow4UfpkypPhJuUM9gHjD5FjbZm-nANLJsO6Z_NIpAmy9GER2TFC4H1ymRpJBjL-gjxPxeA8ZCAJ5TWFZV609FWtNy2ZXAljkEElyT-C2dwcBNWshP=w408-h544-k-no,https://lh3.googleusercontent.com/p/AF1QipNeM9JCtD2iyVHDuQe8T00phUm2sr_jfq-zyK8G=w408-h612-k-no,4.9,289,https://linktr.ee/eat.atmammam
Laikee Mì Gia,chinese,150000,Serving Chinese noodles alongside wok-fried dishes for a comforting dining experience.,10.753267236344993, 106.66645282698572,"69 Đ. Ngô Quyền, Ho Chi Minh City, District 5, VN",07:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxmljzSw_BM6GBTmkhgtWLoByjpGixEDU6oRVxJwwqmMG4UGvvxWv7efNP05T1K3EQi8c-Y77NORkyP38Cc3YYgTGXDYrCuOmypGG54EN9OH7lVEZaa4EYJG7rSxto_i4-JRo=w426-h240-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1t8J_nOZnkWDbBlPxB_xCBeSlBrNCw8G2Q6_QO0Z9bESPyMifmFjjgirxU4mcoRcSQxPS0FV6XxWvAgUYFnx7jg2Oq71Hgq_YhKFD9UR-pBxggo7yWvUgAuXsGwhxbQAF_I4q=w408-h544-k-no,4.3,466,http://laikeevn.com/
Cửu Long Quán Trần Xuân Hoà,casual dining,200000,"Focused on signature dishes and local flavors, delivering rich authentic flavors.",10.779902152596652,106.70683361534286,"2-4, Trần Xuân Hoà, Ho Chi Minh City, District 5, VN",07:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBOG_OneOLAq2CuitHQXQYwcMp71bCGLU1Ez3TF5pvoEDl_FN-mabmpwBtDkr8FexCfprvMZnU2S5T7vzd7DSnFRLaWcZ-PjsIKKzubvZQ-SvXvoRjyrd81hKZnjZjfKEX-_rU=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxdwXLv5TjJWMsVrnZZnJK3KkRxQTWLM020Hcz2NJnBq6nzfV632ivjiLSEbPZYge7jwbB9JeO-rL_pTEgM_hyQiBmfi5LZGgXTgIQnD-ZAsWs6PkmlINee2O0gvb0G6AcGfT-IGQ2DyLo=w408-h544-k-no,4.4,1684,https://www.facebook.com/Kowloon-Bingsutt-%E4%B9%9D%E9%BE%8D%E5%86%B0%E5%AE%A4-445555132634054/
SIRYANO Restaurant & Cafe (HALAL),Halal,300000,"Celebrated for halal dishes and Middle Eastern spices, prepared with careful attention.",10.789488444245796,106.69967082698571,"5 Phan Kế Bính, Ho Chi Minh City, District 1, VN",10:00–23:00,https://lh3.googleusercontent.com/p/AF1QipMu1zmQK4rRQH09aMBpEt0lTmIsx0XHffrfINgP=w408-h544-k-no,https://lh3.googleusercontent.com/p/AF1QipNHMjLykWk5jVVO1Q6j2LrJLDbtNEvmEibrPu1B=w408-h544-k-no,5,72,
ASA Bistro,Casual dining,200000,"Focused on bistro plates and comfort cooking, delivering rich authentic flavors.",10.791231112641722,106.72219475767142,"SH11, Park 1, 208 Nguyễn Hữu Cảnh, Ho Chi Minh City, Bình Thạnh, VN",07:00–21:30,https://lh3.googleusercontent.com/p/AF1QipOe1FWWRaKHgw4jkxSIRX7u90p-1qlm-Um4KfKm=w408-h612-k-no,https://lh3.googleusercontent.com/p/AF1QipM5ZwlF50guBzPDjjZR5IQ3K3PK8KfNCzYH0Hnu=w408-h271-k-no,4.8,1092,https://www.facebook.com/ASAbistrovn/
Mustard The Indian Restaurant,Indian,300000,Serving Indian curries alongside aromatic spices for a comforting dining experience.,10.785677695054295,106.69997039205715,"10 Hẻm 18 Bis Nguyễn Thị Minh Khai, Ho Chi Minh City, District 1, VN",09:00–22:30,https://lh3.googleusercontent.com/p/AF1QipOhuygJrwdjqDJE_KKmZlGP9r3f9Y2oTkiDzAae=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipNhbGq5r5fE5RvJ3qR9RO74sx0_wkuyqjuB51ne=w408-h544-k-no,4.7,755,https://beacons.ai/mustardtheindianrestaurant
Okonomiyaki Shu_お好み焼き 秀,Japanese,300000,"Known for okonomiyaki and savory toppings, offering consistently flavorful dining.",10.780562761985511,106.70474363068571,"15B11 Lê Thánh Tôn, Ho Chi Minh City, District 1, VN",10:30–00:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJFNIrT9Y_ikDssB2UeOOFHTAdX3OP0IrWft9jTvwf_DVGBwvZUZLks0YYsHyPy8iErl-absgdoFZvV0VyEqURkeYVbrurnFlYyAfOYRREmuqhNn06mRnTSEctQ782SYLCTck6=w408-h305-k-no,https://lh3.googleusercontent.com/p/AF1QipMxqRxL_8HJBcogdmsgy5oBrbiICIAp1KC89M3P=w408-h306-k-no,4.3,246,https://okonomiyakishu.vn/
Tuệ Minh Vegan Food & Drinks | Quán Chay Ngon Bình Thạnh,Casual dining,200000,Guests enjoy signature dishes paired with local flavors in every dish.,10.790439443758352,106.71153097856428,"76C-76D Phạm Viết Chánh, Ho Chi Minh City, Bình Thạnh, VN",06:00–21:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbnKfUVLo0epYSfm_LaHF-wwMUnXSVmT5h5eLErLHDeETjekZzokXDEGVs25EoUBvgvDg10QUPRilkoF0ron8hv_NWkJFqL31KjXp7PxkdD67efFTVNq9ugPY8pMd5VNXsL7w3JV-k7w6B=w408-h544-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyaNpz9rfeUf1VoRNhvgwuIalOj-9M8rrXwEqv-Nbc65WsMFFj5Mx8_Hor8Db3eEsSRwlt-nAuogkxpj1wMj3JQkocFlPvQxC2xzNS_vy5B1ddwr3Cpa7LP7KvO3KsEaBeDUKfQ68Cg0mtw=w408-h544-k-no,4.9,242,http://tueminhvegan.com/
CTY Kitchen + Bar,Casual dining,500000,"Focused on signature dishes and local flavors, delivering rich authentic flavors.",10.782941736520568,106.69747811534353,"behind Elevator Lobby, Centec Tower, 72 Nguyễn Thị Minh Khai, Ho Chi Minh City, District 3, VN",07:30–22:00,https://lh3.googleusercontent.com/p/AF1QipNuz5Thpsx614V9EezXglARw_rkBduN_G1HxBlL=w408-h408-k-no,https://lh3.googleusercontent.com/p/AF1QipMg5HfGR33UMBIBUam36jLtgdNTYs67HQroLfLr=w546-h240-k-no,4.8,1439,https://www.tablecheck.com/en/cty-kitchen-bar/reserve/landing
Be An Vegetarian Café,Vegetarian,150000,Guests enjoy vegetarian dishes paired with fresh produce in every dish.,10.784648581082351,106.69780628835716,"11B Trần Cao Vân, Ho Chi Minh City, District 1, VN",10:00–21:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxSH7L4p6BUDKrP8_hT01PZWc6N9FcPfxk76wv6cZdjX6Xn1rqBFfuqTBZ77gSEwBVmGr667KlwLr5idgVjhnMwJd6m5JoH865B40upmvMRpNTTDUNJ-_TlJ-OQyFbKbDOF228=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipNhh60pHGLc-0a4KG3bWktkrTVwiZdTtsTtoo6b=w408-h280-k-no,4.8,1106,https://www.ampersand.vn/bean
Bánh khọt Cô Ba Vũng Tàu,Casual dining,200000,Guests enjoy signature dishes paired with local flavors in every dish.,10.783576372323438,106.69660694972859,"40B Trần Cao Vân, Ho Chi Minh City, District 3, VN",09:00–21:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx--bUu7K2ytVJP45dokvKJfbIW5-FRnGToVbHfqT3kt9LrCR_2RJFJ7GnY7PnDd4LUze5-_NhtXEcBpDu2HUUpVaC5BpQuxR_kiqE_wHGgpa0pH_k5-R0nyPhB1LNa5JC0Ut-L=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxFMraweLQRYLrwbYihlu4I3Euya-fUZAJbQMwLkcnsSK7mdfvUA9Wf3ou8TLDqP5UtDkjV7J2g507zrGrw4rapUKviry07dmTtUQ96DHCFGiX21sa38H4xKOKCz7LwNiNkiOoaKsnXggJd=w408-h544-k-no,4.5,2843,http://cobavungtau.com/
"Tartine Saigon - Nguyễn Đình Chiểu, Q1",Casual dining,200000,Serving brunch plates alongside pastries and eggs for a comforting dining experience.,10.78883451427999,106.69989971534285,"25-27 Nguyễn Đình Chiểu, Ho Chi Minh City, District 1, VN",07:00–22:00,https://lh3.googleusercontent.com/p/AF1QipNYb14JfmFA5nuFeQRv1mDsT8WD14g2RYIFlN8D=w408-h725-k-no,https://lh3.googleusercontent.com/p/AF1QipMnqBdd36MbNn0fv_rCpL8kHHUhGxZInJuerhf8=w408-h725-k-no,4.6,500,http://www.tartine.vn/
BREEZY GARDEN Food & Beer,Casual dining,200000,signature dishes meets local flavors in dishes crafted to satisfy every guest.,10.786001076919863,106.70177679205716,"Đối diện Đài truyền hình HTV, 45 Đinh Tiên Hoàng, Ho Chi Minh City, District 1, VN",06:00–23:00,https://lh3.googleusercontent.com/p/AF1QipOz6flXMKGMdGcFY0bVSX0VHx8RXaFr2aAxi6K-=w408-h446-k-no,https://lh3.googleusercontent.com/p/AF1QipMNIqKzy6H6Yhc8xh-xlB6mq6sbCgySFWzwKSVo=w408-h306-k-no,4.1,36,
Kobe Bistro By Chef David Thai,French,1000000,Serving French cuisine alongside buttery sauces for a comforting dining experience.,10.78279429722634,106.70598666877147,"23C Tôn Đức Thắng, Ho Chi Minh City, District 1, VN",11:00–22:00,https://lh3.googleusercontent.com/p/AF1QipNf9faxhhV4t2KBWI_Ih3VINyfoM9B3li-2DT12=w408-h271-k-no,https://lh3.googleusercontent.com/p/AF1QipNR_cMWSA1cwVdN3Yr7uw0s0ZJg9aQBR9KQmvkZ=w408-h271-k-no,4.8,311,https://m.facebook.com/100089111862850/
Au Patio - Brunch & Wine,Casual dining,300000,Guests enjoy brunch plates paired with pastries and eggs in every dish.,10.78009595975428,106.70303743068571,"31A Lý Tự Trọng, Ho Chi Minh City, District 1, VN",07:30–15:00,https://lh3.googleusercontent.com/p/AF1QipNw979-nsjz8KPTJXmsNrw-J2d3kT2udyQz4GN-=w408-h271-k-no,https://lh3.googleusercontent.com/p/AF1QipMDItjv8sr3TkAVt3-hyseefpi_MMDzRbt4y0PY=w408-h306-k-no,4.7,448,
"Tartine Saigon - Nguyễn Đình Chiểu, Q1",Casual dining,200000,Guests enjoy brunch plates paired with pastries and eggs in every dish.,10.78883451427999,106.69989971534285,"25-27 Nguyễn Đình Chiểu, Ho Chi Minh City, District 1, Ho Chi Minh City, VN",07:00–22:00,https://lh3.googleusercontent.com/p/AF1QipNYb14JfmFA5nuFeQRv1mDsT8WD14g2RYIFlN8D=w408-h725-k-no,https://lh3.googleusercontent.com/p/AF1QipMnqBdd36MbNn0fv_rCpL8kHHUhGxZInJuerhf8=w408-h725-k-no,4.6,500,http://www.tartine.vn/
BREEZY GARDEN Food & Beer,Casual dining,200000,"signature dishes combined with local flavors to create satisfying, memorable meals.",10.786001076919863,106.70177679205716,"Đối diện Đài truyền hình HTV, 45 Đinh Tiên Hoàng, Ho Chi Minh City, District 1, Ho Chi Minh City, VN",06:00–23:00,https://lh3.googleusercontent.com/p/AF1QipOz6flXMKGMdGcFY0bVSX0VHx8RXaFr2aAxi6K-=w408-h446-k-no,https://lh3.googleusercontent.com/p/AF1QipMNIqKzy6H6Yhc8xh-xlB6mq6sbCgySFWzwKSVo=w408-h306-k-no,4.1,36,
Kobe Bistro By Chef David Thai,French,1000000,Serving French cuisine alongside buttery sauces for a comforting dining experience.,10.78279429722634,106.70598666877147,"23C Tôn Đức Thắng, District 1, Ho Chi Minh City, VN",11:00–14:30,https://lh3.googleusercontent.com/p/AF1QipNf9faxhhV4t2KBWI_Ih3VINyfoM9B3li-2DT12=w408-h271-k-no,https://lh3.googleusercontent.com/p/AF1QipNR_cMWSA1cwVdN3Yr7uw0s0ZJg9aQBR9KQmvkZ=w408-h271-k-no,4.8,311,https://m.facebook.com/100089111862850/
Quán hải sản 157 Nguyễn Tri Phương,Seafood,300000,"Known for fresh seafood and grilled shellfish, offering consistently flavorful dining.",10.755942217426245,106.67013390315721,"157 Nguyễn Tri Phương, District 5, Ho Chi Minh City, VN",10:30–00:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGgyg26Vl9ydXFYIlA7yHOgwWCJ_saE17nWhSLIa_NdZvDu-Z9Tdmwk3mzcZjt8cAHv-hd7ZYAhkJbZk2j6o2wU9BHggXl14BbI0ifgCz9DNWNGn17uI-wu9zbasoPKMd0vADl0w=w513-h240-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5OQgP3--c5wnocXq-ndExHHbvMvnw_OowahE2X0OAghkQ3XrQTvJ3JLZs3Lhc--MMw5wkxSqU5T_Zoahofap69PlK7XBCzqXhsUjk1oSXMQhFxNWXs7KVB5qj-IE4W3dgQBnU2w=w408-h306-k-no,4.3,197,
Cacao dừa Dì Lan,Casual dining,100000,"Celebrated for signature dishes and local flavors, prepared with careful attention.",10.75807249775896,106.66998674602856,"329 Hùng Vương District 5, 9 Ward, 32/9 Hùng Vương, Ho Chi Minh City, District 10, Ho Chi Minh City, VN",07:00–21:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx_S1OGcUrOch5YPTI_ZTW5LscvmCXx0051yHnhpXFIrJFPANJqlOLv3RxpzfreqSmSyVq6spSU0NNy8W4OMER4bjf80kdknvX_rE7-u50nPxPYuklCADHO-Ec5g_3CDZ3TuoA=w408-h393-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyYP_XD2Zq8wJBC4Va6Zn-z2oBAdjY_8CJKIoavyzW6XM1tLuSvVL-e28AhfuhavZ4KNoz_mJyhWVgvGvHb1E-Cy8ovhSzMCuP-rPG_bmzWFG__ZE28AyE0fWkx_3r7ATtwhPcd=w408-h728-k-no,4.4,599,
MORICO,Japanese,200000,"Celebrated for Japanese dishes and umami flavors, prepared with careful attention.",10.778228346724104,106.70244446692145,"Vincom Center, 70-72 Lê Thánh Tôn, District 1, Ho Chi Minh City, VN",10:00–22:00,https://lh3.googleusercontent.com/p/AF1QipOG7BgPnUUMf3L_fd12w02bHS0h2qagWydYEjko=w408-h270-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxafSRKkqFWzQ2m6IbgDDpBUygn2okcojgRioHg3VnBbc3b3ofOWEAZZ7pW1JNieDD1pvLpr-bYeWIB8T_k1m4K6MjeoG1JhJgTGCxHO2U9MiPGL69R6japJsrqzf8j6-SinhnGGi8AZiEr=w408-h725-k-no,4.6,1033,
Here & Now Vegetarian (Restaurant & coffee),Vegetarian,200000,Serving vegetarian dishes alongside fresh produce for a comforting dining experience.,10.79015778744196,106.71105470369999,"74/1 Phạm Viết Chánh, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh",10:00–14:00,https://lh3.googleusercontent.com/p/AF1QipO2zzCmQ21Hp6fmNfx-8DXeCQrkh4iHXGIHSu2a=w408-h272-k-no,https://lh3.googleusercontent.com/p/AF1QipPHrA4CDJp7xnVrSl1RR3mK6-iwGULC9wyLSblg=w408-h271-k-no,4.3,449,
Food Exchange Restaurant,Casual dining,1000000,"Focused on signature dishes and local flavors, delivering rich authentic flavors.",10.78446038117138,106.69647449390716,"167 Hai Bà Trưng, Ho Chi Minh City, VN",06:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxE_mEVcKfSq_8lZnDIQq8Fw9PqGTJHwGyDhML3Z-JLRMlFzskMvSwVYfy8XstMFSBC0pbKFF96hndynpNwAOa8Xo6BH3MKM8ULD_NKSvArTW4KoFtYb26YekHiTprHK1mI7NpF7w=w519-h240-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwkjUg_EBpr9t81fW88Q_ZWc2cS2aGhXkGPSY28JlU7ovQ6AYq_q69OnnCyZ3lJIpNYgTANr5JFW1n1mlGXJH9L67EzL3mi_Ho6KW9TWVLyP-L2uB5QLqrcD2jUveqhq4qwBPT-GYvLZN76=w408-h306-k-no,4.5,15,https://www.novotel-saigon-centre.com/
1B Garden Seafood Restauran,Seafood,100000,Guests enjoy fresh seafood paired with grilled shellfish in every dish.,10.781114661685885,106.69785020500719,"1B Phạm Ngọc Thạch, Ho Chi Minh City, District 1, Ho Chi Minh City, VN",07:00–21:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWbqkbAokprCtHw5L-7It3hvqyuQzIHe2h4LsHzeKh9Rg_K1kGIrdxP9VSqZ5BlNG6PLtZmcWtcFDnUkhb-JHqNrmwOMzKovu_fB_WfM03MVrX2_gGfyd19YZ8JWqSgZGgjjtm=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEGY0qBJzhzg5Xc_SH7lX9h9giHB5R3XMD6S4i_3okT5n7zqb7Tl9ZoIy4KMFv8H4YGEjiRvihkRsRosr6LOGXQDmIU4hAIk-_eZ3B5NqbYmTqKk15VCG6d3shmW-tjOsRQdUs6w=w408-h544-k-no,4.3,25,
"Shamballa Vegetarian, Restaurant & Lounge - Sai Gon",Vegetarian,200000,"Celebrated for vegetarian dishes and fresh produce, prepared with careful attention.",10.780520022173464,106.70311353993571,"31 Lý Tự Trọng, Ho Chi Minh City, Ward, Ho Chi Minh City, VN",09:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzXuTxwCXyxM8gI-PjpXbtwOUHGSaWWUkNgbQa_74U9-HxjBWYAtN6luWQfShfErV-azZRjnJSUsU8vm6CFC6d0R_fqJIYZPcnpzT6frEbywnl43jLxdLbLcRgcwxg_quSIFWKqYN-f4pTm=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUVbLfzn33EIAM7BlJivZLpjNpKj7PiguOCPToeOzj4HA6BsMYPWtZ8xuN3uJYTlMzFDJtAYvdO_3svw7pwmx8hdNxYRuQLzkM-XkXUh-gX67Ooo3qlDGC1_-ePwvT33eb6QgN=w408-h306-k-no,4.7,1337,https://www.shamballa.co/location/lush-vegetarian-lounge-saigon/
HYKING Cafe And Food - Nguyễn Thị Minh Khai,Coffee,100000,"aromatic coffee combined with light snacks to create satisfying, memorable meals.",10.789391827334178,106.70366715952143,"6/3 Nguyễn Thị Minh Khai, Ho Chi Minh City, District 1, Ho Chi Minh City, VN",06:30–18:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKDXPr-Tnu0FO5DgC2xHckEUKkMYKE25wDj6F8PlUke6UtkqX_IlSUaTvApcAZmbdUgPC7pHNwSxR-vaogbSiEehvRy5O0GjFDmZwlFJEZyLMOAsj-NZgwQC52iF3PWwasPj381GwXAJNu=w408-h408-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwS1BUcTRLilP1fwl2j7-30vC_tNO-2zTws69aNQH67Ls1fPxSjo7b4LrmBLdw7zDhX5hbyNzu-JsxbJuIuszT3M1sp4p3wUmj13cRISnu7bNXQc6l5omSJQ2s2M_X_ZSTDu-GaSQ=w408-h306-k-no,3.1,12,https://hykingcafe-food.vn/
Phú Yên Street Food,Grill,80000,"Focused on grilled meats and smoky flavors, delivering rich authentic flavors.",10.791487512466432,106.7123252031572,"32 Trần Quang Long, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",10:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKyOfkRq6tex8w2dz6l6rUzas5TfhKeMxi6yIUJxtM4_uzrKWyTifiBI7TcC-5cnq5fG6n2SyqinPg7poB7l0fOUYjQP9FyOeck4j-1MBoqnf8EK_J9CdTlcUvnXy0WkGKQlJtUA=w408-h544-k-no,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwoViAnrYLwCyxMXGlW2QqCSq_XwdsuNFW6_RpjfYEf_b8b5QyTyOojWi6jEgP0WV_oFhIAE543dyE0R5VfQewjvi183DBaQ4QUKPI2ABdVTCUPDXRe8N8bwD_eqywhbwXOc10XFW4XAGgW=w408-h544-k-no,4.1,12,
k-bop Korean Fast Food 신참떡볶이,Korean,100000,Serving Korean BBQ alongside kimchi flavors for a comforting dining experience.,10.7890834573579,106.69588134232858,"136 Điện Biên Phủ, Ho Chi Minh City, District 1, Ho Chi Minh City, VN",10:00–22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlaRkD-7zjcRpA7MpyOnEJHOFD3UMHTvIGLMEohT_sGhdOUsXxhgrw3KWvGEGBo1O5tg3SO7QcVZyOoh-DuIhx6aW1B_dwnFNn-xkW6WVC2IZufbDr6u2HJbnOPGYZaSEBkorKFg=w408-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipP5yKUyO4qw3mqo9yoHr-9ubMy7ldMZzX1Kc3z_=w408-h544-k-no,4.2,517,https://www.facebook.com/kbop.sincham/
Gringo Tacos y Cantina,Casual dining,300000,Mexican tacos meets spicy salsas in dishes crafted to satisfy every guest.,10.789477627251474,106.70959451534286,"28 Mê Linh, Ho Chi Minh City, Bình Thạnh, Ho Chi Minh City, VN",11:00–22:00,https://lh3.googleusercontent.com/p/AF1QipPEyuNkSEkMoHy8aa06ishftwZbiHAEhyhBMe9Q=w408-h326-k-no,https://lh3.googleusercontent.com/p/AF1QipNgCwMHxiHbdtoQUJvAKObjQ45-ZG9w_ikoQiPO=w426-h240-k-no,4.5,745,http://gringotacos.vn/
